DIRECCIÓN,ESQUINA,COLONIA,ALCALDIA,TIPO DE POSTE,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,ESTATUS CONECTIVIDAD
C. ADOLFO PRIETO,C. JOSE MARIA ALLOQUI,ACACIAS,BENITO JUAREZ,9m,CON BOTON,SIN ALTAVOZ,"-99,174598","19,364833",WIFI GRATUITO_ACTIVO
C. TLACOQUEMECATL,C. AMORES,DEL VALLE SUR,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,167917","19,377121",WIFI GRATUITO_ACTIVO
C. PILARES,EJE 2 PONIENTE GABRIEL MANCERA,DEL VALLE SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,166405","19,377836",WIFI GRATUITO_ACTIVO
AV. CALIFORNIA,C. SANTA MARGARITA,INSURGENTES SAN BORJA,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,173827","19,382411",WIFI GRATUITO_ACTIVO
C. SAN FRANCISCO,C. SANTA MARGARITA,INSURGENTES SAN BORJA,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,174049","19,385095",WIFI GRATUITO_ACTIVO
C. CARRACCI,C. PERUGINO,EXTREMADURA INSURGENTES,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,181057","19,375753",WIFI GRATUITO_ACTIVO
C. TLACOQUEMECATL,C. PATRICIO SANZ,TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,173527","19,378345",WIFI GRATUITO_ACTIVO
C. SAN LORENZO,C. PATRICIO SANZ,TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,174398","19,374858",WIFI GRATUITO_ACTIVO
C. SAN LORENZO,C. FRESAS,TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,176095","19,375234",WIFI GRATUITO_ACTIVO
C. TEJOCOTES,C. MIGUEL LAURENT,TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,176326","19,377511",WIFI GRATUITO_ACTIVO
EJE 7 SUR FELIX CUEVAS,C. ADOLFO PRIETO,DEL VALLE SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,172569","19,372453",WIFI GRATUITO_ACTIVO
AV. PDTE. PLUTARCO ELIAS CALLES,EJE 6 SUR MORELOS,NATIVITAS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,135449","19,377365",WIFI GRATUITO_ACTIVO
C. OBRERO MUNDIAL,AVENIDA DR. J. MA. VERTIZ,NARVARTE ORIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,150684","19,40198",WIFI GRATUITO_ACTIVO
C. MORENA,C. PROVIDENCIA,DEL VALLE NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,166788","19,399896",WIFI GRATUITO_ACTIVO
EJE CENTRAL LAZARO CARDENAS,C. CUICUILCO,LETRAN VALLE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,14869","19,377319",WIFI GRATUITO_ACTIVO
C. OBRERO MUNDIAL,EJE 1 PONIENTE CUAUHTEMOC,PIEDAD NARVARTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,155751","19,401858",WIFI GRATUITO_ACTIVO
C. OBRERO MUNDIAL,C. XOCHICALCO,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,153275","19,40186",WIFI GRATUITO_ACTIVO
C. ESPERANZA,C. UXMAL,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154254","19,399998",WIFI GRATUITO_ACTIVO
C. JOSE E. PESTALOZZI,C. LA MORENA,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,157996","19,398211",WIFI GRATUITO_ACTIVO
C. MORENA,C. NICOLAS SAN JUAN,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,1607","19,398636",WIFI GRATUITO_ACTIVO
C. ZACAHUITZCO,C. MONACO,MARIA DEL CARMEN,BENITO JUAREZ,9m,SIN BOTON,SIN ALTAVOZ,"-99,137733","19,37543",WIFI GRATUITO_ACTIVO
C. VICTOR HUGO,C. STA. MA. NATIVITAS,NIÑOS HEROES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,144222","19,386305",WIFI GRATUITO_ACTIVO
C. MORENA,C. XOCHICALCO,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,153624","19,398299",WIFI GRATUITO_ACTIVO
EJE 4 SUR XOLA,C. PITAGORAS,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,157479","19,396028",WIFI GRATUITO_ACTIVO
EJE 4 SUR XOLA,C. HERIBERTO FRIAS,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,15966","19,396044",WIFI GRATUITO_ACTIVO
C. LUZ SAVIÑON,C. ADOLFO PRIETO,DEL VALLE NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,167333","19,392874",WIFI GRATUITO_ACTIVO
C. NICOLAS SAN JUAN,C. DIAGONAL SAN ANTONIO,NARVARTE PTE.,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,161085","19,392925",WIFI GRATUITO_ACTIVO
C. DIAGONAL SAN ANTONIO,C. ENRIQUE REBSAMEN,NARVARTE PONIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,159077","19,393933",WIFI GRATUITO_ACTIVO
C. PEDRO ROMERO DE TERREROS,EJE 1 PTE. AV CUAUHTEMOC,NARVARTE PONIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,156302","19,393817",WIFI GRATUITO_ACTIVO
C. BENITO JUAREZ,C. PROLONGACION LOURDES,ALBERT,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,139429","19,371208",WIFI GRATUITO_ACTIVO
C. ROMERO DE TERREROS,C. XOCHICALCO,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,153943","19,393816",WIFI GRATUITO_ACTIVO
C. LUZ SAVIÑON,C. PITAGORAS,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,158036","19,390948",WIFI GRATUITO_ACTIVO
C. ISABEL VDA. DE BETTY,C. ZEMPOALA,VERTIZ NARVATE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,149469","19,382863",WIFI GRATUITO_ACTIVO
EJE 1 PTE. AV. CUAUHTEMOC,C. LUZ SAVIÑON,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,15635","19,390687",WIFI GRATUITO_ACTIVO
C. LUZ SAVIÑON,C. JUAN SANCHEZ AZCONA,NARVARTE PONIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,160646","19,391398",WIFI GRATUITO_ACTIVO
C. I. TORRES ADALID,C. HERIBERTO FRIAS,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,160216","19,389717",WIFI GRATUITO_ACTIVO
AV. UNIVERSIDAD,C. CONCEPCION BEISTEGUI,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154222","19,386875",WIFI GRATUITO_ACTIVO
EJE 5 SUR EUGENIA,EJE 1 PONIENTE AV. CUAUHTEMOC,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,157506","19,385219",WIFI GRATUITO_ACTIVO
C. CONCEPCION BEISTEGUI,C. J. ENRIQUE PESTALOZZI,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,159261","19,387901",WIFI GRATUITO_ACTIVO
C. C. BEISTEGUI,C. NICOLAS SAN JUAN,NARVARTE PONIENTE,TLALPAN,9m,CON BOTON,CON ALTAVOZ,"-99,162005","19,388676",WIFI GRATUITO_ACTIVO
EJE 5 SUR EUGENIA,C. PITAGORAS,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,158992","19,38538",WIFI GRATUITO_ACTIVO
AV. UNIVERSIDAD,EJE 5 SUR EUGENIA,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,155783","19,384904",WIFI GRATUITO_ACTIVO
AV. UNIVERSIDAD,C. SAN BORJA,NARVARTE PONIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,156837","19,382698",WIFI GRATUITO_ACTIVO
C. PILARES,AVENIDA UNIVERSIDAD,DEL VALLE CENTRO,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,161069","19,376766",WIFI GRATUITO_ACTIVO
AV. UNIVERSIDAD,EJE 6 SUR ANGEL URRAZA,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,157979","19,380998",WIFI GRATUITO_ACTIVO
AV. DIVISION DEL NORTE,EJE 1 PONIENTE AV. CUAUHTEMOC,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,159425","19,379704",WIFI GRATUITO_ACTIVO
AV. FCO. FDEZ. DEL CASTILLO,C. JAVIER SORONDO,VILLA DE CORTES,BENITO JUAREZ,9m,CON BOTON,SIN ALTAVOZ,"-99,135956","19,386086",WIFI GRATUITO_ACTIVO
EJE CENTRAL LAZARO CARDENAS,CASA DEL OBRERO MUNDIAL,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,14496","19,402427",WIFI GRATUITO_ACTIVO
AV. DIAGONAL DE SAN ANTONIO,C. ZEMPOALA,NARVARTE ORIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,148064","19,400554",WIFI GRATUITO_ACTIVO
C. DIAG. SAN ANTONIO,AV. DR. JOSE MARIA VERTIZ,NARVARTE ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,151053","19,398807",WIFI GRATUITO_ACTIVO
C. DIAG. DE SAN ANTONIO,C. LA MORENA,NARVARTE ORIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,152109","19,398156",WIFI GRATUITO_ACTIVO
C. LA MORENA,C. MITLA,NARVARTE ORIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,149529","19,398162",WIFI GRATUITO_ACTIVO
C. MORENA,C. ZEMPOALA,NARVARTE ORIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,148253","19,398161",WIFI GRATUITO_ACTIVO
C. SORIA,EJE CENTRAL LAZARO CARDENAS,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,145538","19,398197",WIFI GRATUITO_ACTIVO
AV. UNIVERSIDAD,C. DR. BARRAGAN,NARVARTE,BENITO JUAREZ,9m,SIN BOTON,SIN ALTAVOZ,"-99,147327","19,396379",WIFI GRATUITO_ACTIVO
C. DIAGONAL SAN ANTONIO,C. UXMAL,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154461","19,396907",WIFI GRATUITO_ACTIVO
C. CUMBRES DE MALTRATA,C. MONTE ALBAN,NARVARTE ORIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,15064","19,391063",WIFI GRATUITO_ACTIVO
C. DR. VERTIZ,EJE 4 SUR XOLA,NARVARTE ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,151211","19,395355",WIFI GRATUITO_ACTIVO
EJE 4 SUR XOLA,C. XOCHICALCO,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,153812","19,395543",WIFI GRATUITO_ACTIVO
C. CUMBRES DE MALTRATA,C. PETEN,NARVARTE ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,152691","19,393332",WIFI GRATUITO_ACTIVO
C. CUMBRES DE ACULTZINGO,AV. DR. JOSE MARIA VERTIZ,NARVARTE ORIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,150978","19,39229",WIFI GRATUITO_ACTIVO
C. REEMBOLSOS,ENTRE C. BUZONES Y C. AHORRO POSTAL,POSTAL,BENITO JUAREZ,9m,CON BOTON,SIN ALTAVOZ,"-99,141082","19,389507",WIFI GRATUITO_ACTIVO
AV. FCO. FDEZ. DEL CASTILLO,AV. PDTE. PLUTARCO ELIAS CALLES,VILLA DE CORTES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,133605","19,385801",WIFI GRATUITO_ACTIVO
C. LUZ SAVIÑON,AVENIDA DR. J. MA. VERTIZ,NARVARTE ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,151568","19,390014",WIFI GRATUITO_ACTIVO
AV. UNIVERSIDAD,AV. DR. JOSE MARIA VERTIZ,NARVARTE ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,151741","19,391279",WIFI GRATUITO_ACTIVO
C. LUZ SAVIÑON,C. UXMAL,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154883","19,390363",WIFI GRATUITO_ACTIVO
AV. UNIVERSIDAD,C. I. TORRES ADALID,NARVARTE ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,153415","19,388846",WIFI GRATUITO_ACTIVO
AVENIDA DR. J. MA. VERTIZ,C. TORRES ADALID,NARVARTE ORIENTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,151649","19,38841",WIFI GRATUITO_ACTIVO
C. CUMBRES DE MALTRATA,EJE CENTRAL LAZARO CARDENAS,N.H. DE CHAPULTEPEC,BENITO JUAREZ,9m,CON BOTON,SIN ALTAVOZ,"-99,14703","19,386252",WIFI GRATUITO_ACTIVO
C. BEISTEGUI,AV. DR. J. MA. VERTIZ,NARVARTE ORIENTE,BENITO JUAREZ,9m,CON BOTON,SIN ALTAVOZ,"-99,152184","19,386254",WIFI GRATUITO_ACTIVO
EJE CENTRAL LAZARO CARDENAS,EJE 5 SUR AV. RAMOS MILLAN,NARVARTE ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,147646","19,384038",WIFI GRATUITO_ACTIVO
AV. JOSE MARIA VERTIZ,EJE 5 SUR EUGENIA,NARVARTE ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,152478","19,384572",WIFI GRATUITO_ACTIVO
EJE 6 SUR ANGEL URRAZA,C. TAJIN,VERTIZ NARVARTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,155102","19,380341",WIFI GRATUITO_ACTIVO
AV. JOSE MA. VERTIZ,C. SAN BORJA,VERTIZ NARVARTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,15297","19,381879",WIFI GRATUITO_ACTIVO
AV. PDTE. PLUTARCO ELIAS CALLES,C. LUIS G. INCLAN,VILLA DE CORTEZ,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,133015","19,388456",WIFI GRATUITO_ACTIVO
C. CASTILLA,EJE 4 SUR XOLA,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,143306","19,394557",WIFI GRATUITO_ACTIVO
AV. JOSE SIMON BOLIVAR,C. SORIA,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,143734","19,397809",WIFI GRATUITO_ACTIVO
C. NAVARRA,C. CADIZ,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,144615","19,399581",WIFI GRATUITO_ACTIVO
C. FERNANDO,C. 5 DE FEBRERO,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,138568","19,400164",WIFI GRATUITO_ACTIVO
C. 5 DE FEBRERO,C. SORIA,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,139327","19,397163",WIFI GRATUITO_ACTIVO
C. CONCEPCION BEISTEGUI,EJE 1 PTE. AV. CUAUHTEMOC,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,156966","19,387542",WIFI GRATUITO_ACTIVO
C. SORIA,C. CASTILLA,ALAMOS,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,142661","19,397829",WIFI GRATUITO_ACTIVO
C. SEGOVIA,C. ANDALUCIA,ALAMOS,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,141501","19,400604",WIFI GRATUITO_ACTIVO
C. TOLEDO,C. ALFONSO XIII,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,139754","19,395771",WIFI GRATUITO_ACTIVO
C. NAVARRA,C. ALFONSO XIII,ALAMOS,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,144445","19,401542",WIFI GRATUITO_ACTIVO
C. CASA DEL OBRERO MUNDIAL,C. 5 DE FEBRERO,ALAMOS,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,140132","19,402648",WIFI GRATUITO_ACTIVO
C. CASA DEL OBRERO MUNDIAL,C. CASTILLA,ALAMOS,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,141989","19,40252",WIFI GRATUITO_ACTIVO
AV. DR. JOSE  MA. VERTIZ,C. MIGUEL LAURENT,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154553","19,373482",WIFI GRATUITO_ACTIVO
C. TOKIO,C. BULGARIA,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,152095","19,372101",WIFI GRATUITO_ACTIVO
C. SEVILLA,AV. PRESIDENTES ,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,151824","19,368188",WIFI GRATUITO_ACTIVO
EJE CENTRAL LAZARO CARDENAS,EJE 7 SUR MUNCIPIO LIBRE Y BULGARIA,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,149902","19,369356",WIFI GRATUITO_ACTIVO
CALZ. DE TLALPAN,AV. PIRINEOS,C. MIRAVALLE,BENITO JUAREZ,9m,CON BOTON,SIN ALTAVOZ,"-99,142677","19,361553",WIFI GRATUITO_ACTIVO
AV. DIVISION DEL NORTE,PROLONGACION EMPERADORES,PORTALES NORTE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,155933","19,36756",WIFI GRATUITO_ACTIVO
AVENIDA DR. J. MA. VERTIZ,ENTRE C. NECAXA Y AVENIDA VICTOR HUGO,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154875","19,371909",WIFI GRATUITO_ACTIVO
C. AZORES,AV. VICTOR HUGO,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154208","19,371196",WIFI GRATUITO_ACTIVO
AVENIDA LAGO,C. BERTHA,NATIVITAS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,136368","19,378015",WIFI GRATUITO_ACTIVO
EJE CENTRAL LAZARO CARDENAS,EJE 7-A SUR AV. EMILIANO ZAPATA,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,150519","19,365652",WIFI GRATUITO_ACTIVO
AV. PRESIDENTES,C. BULGARIA,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,149301","19,367811",WIFI GRATUITO_ACTIVO
C. FILIPINAS,AV. EMPERADORES,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,14808","19,366339",WIFI GRATUITO_ACTIVO
AV. PRESIDENTE PLUTARCO ELIAS CALLES,EJE 7 SUR MUNICIPIO LIBRE,PORTALES ORIENTE,BENITO JUAREZ,9m,CON BOTON,SIN ALTAVOZ,"-99,137721","19,367386",WIFI GRATUITO_ACTIVO
CALZ. SANTA CRUZ,C. ODESA,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,147838","19,372511",WIFI GRATUITO_ACTIVO
C. RUMANIA,AV. VICTOR HUGO,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,145979","19,370037",WIFI GRATUITO_ACTIVO
EJE 7-A SUR AV. EMILIANO ZAPATA,AV. DIVISION DEL NORTE,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,155755","19,366332",WIFI GRATUITO_ACTIVO
AV. PIRINEOS,AV. DIVISION DEL NORTE,PORTALES SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154524","19,363242",WIFI GRATUITO_ACTIVO
CIRCUITO INTERIOR AV. RIO CHURUBUSCO,C. BELGICA,PORTALES SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,147111","19,357609",WIFI GRATUITO_ACTIVO
C. BELGICA,C. NEVADO,PORTALES SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,14677","19,359535",WIFI GRATUITO_ACTIVO
C. PIRINEOS,C. AJUSCO,PORTALES SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,148201","19,362308",WIFI GRATUITO_ACTIVO
C. BULGARIA,AV. PIRINEOS,PORTALES SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,145143","19,361777",WIFI GRATUITO_ACTIVO
C. REPUBLICAS,C. RUMANIA,PORTALES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,146906","19,363577",WIFI GRATUITO_ACTIVO
C. AJUSCO,AV. EMPERADORES,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,144442","19,365781",WIFI GRATUITO_ACTIVO
C. HAMBURGO,C. MIRA VALLE,ALBERT,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,139074","19,368948",WIFI GRATUITO_ACTIVO
EJE 7-A SUR GRAL. EMILIANO ZAPATA,AV. PDTE. PLUTARCO E. CALLES,PORTALES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,138727","19,363734",WIFI GRATUITO_ACTIVO
C. MIRAMAR,CALZ. ERMITA IZTAPALA,MIRAVALLE,BENITO JUAREZ,9m,CON BOTON,SIN ALTAVOZ,"-99,14238","19,35999",WIFI GRATUITO_ACTIVO
C. EMPERADORES,C. MIRAFLORES,PORTALES ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,1409","19,365377",WIFI GRATUITO_ACTIVO
AJE 1 PONIENTE AV. CUAUHTEMOC,C. MIGUEL LAURENT,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,160496","19,374209",WIFI GRATUITO_ACTIVO
AV. EMPERADORES,C. TRIPOLI,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154128","19,36731",WIFI GRATUITO_ACTIVO
EJE 7-A SUR EMILIANO ZAPATA,AVENIDA MEXICO COYOACAN,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,163329","19,370148",WIFI GRATUITO_ACTIVO
EJE 8 SUR AV. POPOCATEPETL,C. ANTILLAS,PORTALES SUR,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,144377","19,360301",WIFI GRATUITO_ACTIVO
PROL. UXMAL,EJE 8 SUR AV. POPOCATEPETL,GRAL. PEDRO MA. ANAYA,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,160236","19,363539",WIFI GRATUITO_ACTIVO
C. LEONARDO DE VINCI,C. TIZIANO,MIXCOAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,191054","19,37408",WIFI GRATUITO_ACTIVO
EJE 1 PTE. AV. CUAUHTEMOC, EJE 7-A SUR AV. EMILIANO ZAPATA,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,161681","19,369291",WIFI GRATUITO_ACTIVO
CALZADA DE TLALPAN,C. JUSTINA ,NATIVITAS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,140054","19,378636",WIFI GRATUITO_ACTIVO
C. MIGUEL LAURENT,AVENIDA DIV. DEL NORTE,LETRAN VALLE,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,157962","19,374039",WIFI GRATUITO_ACTIVO
C. SAN LORENZO,C. ANAXAGORAS,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,161608","19,372156",WIFI GRATUITO_ACTIVO
C. TOKIO,EJE 7 SUR MUNICIPIO LIBRE,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,152559","19,369616",WIFI GRATUITO_ACTIVO
C. YACATAS,C. REPUBLICAS,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,160668","19,365822",WIFI GRATUITO_ACTIVO
EJE 1 PTE. CUAUHTEMOC,C. SANTISIMA,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,161984","19,367077",WIFI GRATUITO_ACTIVO
EJE 8 SUR POPOCATEPETL,C. JACA,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,156866","19,36231",WIFI GRATUITO_ACTIVO
C. RIFF,C. VISTAHERMOSA,C. GRAL. PEDRO MA. ANAYA,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,156073","19,359789",WIFI GRATUITO_ACTIVO
C. RUMANIA,EJE 8 SUR AV. POPOCATEPETL,PORTALES SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,147609","19,3606",WIFI GRATUITO_ACTIVO
C. IXCATEOPAN,CJON. LAS FLORES,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,16008","19,368452",WIFI GRATUITO_ACTIVO
C. TENAYUCA,CJON. DE LA MISERICORDIA,SANTA CRUZ ATOYAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,160558","19,36997",WIFI GRATUITO_ACTIVO
AV. UNIVERSIDAD,ENTRE C. REAL DE MAYORAZGO Y C. RODRIGUEZ SARO,XOCO,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,16976","19,363153",WIFI GRATUITO_ACTIVO
C. TOKIO,EJE 8 SUR AV. POPOCATEPETL,PORTALES SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154123","19,361797",WIFI GRATUITO_ACTIVO
